Timestep,SolFlat,SolN,SolS,SolE,SolW,T_ext_C
6544,0.188,0.123,0.225,0.107,0.265,19.9
6545,0.136,0.086,0.164,0.081,0.253,19.5
6546,0.023,0.012,0.045,0.012,0.276,18.6
6547,0.014,0.013,0.013,0.013,0.013,17.5
6548,0,0,0,0,0,16.1
6549,0,0,0,0,0,14.7
6550,0,0,0,0,0,13.4
6551,0,0,0,0,0,11.8
6552,0,0,0,0,0,10.3
6553,0,0,0,0,0,8.7
6554,0,0,0,0,0,7.1
6555,0,0,0,0,0,5.6
6556,0,0,0,0,0,4.6
6557,0,0,0,0,0,3.6
6558,0,0,0,0,0,3
6559,0,0,0,0,0,3.2
6560,0.025,0.018,0.029,0.039,0.016,5
6561,0.092,0.062,0.111,0.123,0.054,6.5
6562,0.178,0.117,0.213,0.208,0.123,6.6
6563,0.219,0.15,0.258,0.229,0.179,6
6564,0.24,0.179,0.264,0.226,0.217,6.1
6565,0.293,0.197,0.348,0.255,0.29,6.9
6566,0.304,0.199,0.366,0.232,0.333,8.4
6567,0.271,0.178,0.325,0.173,0.33,9
6568,0.241,0.153,0.292,0.134,0.347,8.8
6569,0.176,0.098,0.224,0.092,0.365,8.6
6570,0.04,0.027,0.061,0.027,0.302,7.7
6571,0.015,0.014,0.014,0.014,0.014,6.7
6572,0,0,0,0,0,5.8
6573,0,0,0,0,0,4.9
6574,0,0,0,0,0,4
6575,0,0,0,0,0,3.2
6576,0,0,0,0,0,2.3
6577,0,0,0,0,0,2.1
6578,0,0,0,0,0,1.9
6579,0,0,0,0,0,1.7
6580,0,0,0,0,0,1.6
6581,0,0,0,0,0,1.4
6582,0,0,0,0,0,1.3
6583,0,0,0,0,0,1.3
6584,0.04,0.028,0.046,0.06,0.027,3
6585,0.121,0.082,0.143,0.157,0.073,5.3
6586,0.211,0.135,0.256,0.249,0.143,6.7
6587,0.306,0.172,0.398,0.337,0.233,8.4
6588,0.286,0.182,0.349,0.274,0.257,9.8
6589,0.224,0.173,0.241,0.199,0.215,9.9
6590,0.184,0.154,0.182,0.16,0.176,8.5
6591,0.141,0.121,0.137,0.12,0.138,8
6592,0.114,0.097,0.111,0.095,0.116,7.7
6593,0.079,0.065,0.08,0.065,0.096,6.8
6594,0.018,0.016,0.033,0.016,0.161,5.7
6595,0.007,0.007,0.007,0.007,0.007,4.6
6596,0,0,0,0,0,4.1
6597,0,0,0,0,0,3.6
6598,0,0,0,0,0,3.1
6599,0,0,0,0,0,2.6
6600,0,0,0,0,0,2
6601,0,0,0,0,0,1.9
6602,0,0,0,0,0,1.8
6603,0,0,0,0,0,1.7
6604,0,0,0,0,0,1.6
6605,0,0,0,0,0,1.6
6606,0,0,0,0,0,1.5
6607,0,0,0,0,0,1.6
6608,0.034,0.016,0.05,0.074,0.014,3.8
6609,0.124,0.058,0.178,0.205,0.043,6.7
6610,0.221,0.104,0.313,0.299,0.118,9.6
6611,0.279,0.152,0.367,0.309,0.211,12.1
6612,0.289,0.184,0.352,0.277,0.259,14.6
6613,0.297,0.19,0.362,0.256,0.296,16.2
6614,0.305,0.186,0.378,0.224,0.339,17.2
6615,0.258,0.156,0.321,0.151,0.326,17.4
6616,0.189,0.114,0.237,0.1,0.283,17
6617,0.119,0.068,0.155,0.067,0.249,15.7
6618,0.029,0.026,0.042,0.026,0.179,13.7
6619,0.013,0.012,0.012,0.012,0.012,12.7
6620,0,0,0,0,0,11.6
6621,0,0,0,0,0,10.6
6622,0,0,0,0,0,9.6
6623,0,0,0,0,0,8.5
6624,0,0,0,0,0,7.4
6625,0,0,0,0,0,6.5
6626,0,0,0,0,0,5.5
6627,0,0,0,0,0,4.5
6628,0,0,0,0,0,4
6629,0,0,0,0,0,3.5
6630,0,0,0,0,0,3.1
6631,0,0,0,0,0,3.1
6632,0.065,0.02,0.103,0.164,0.016,5.1
6633,0.22,0.073,0.338,0.396,0.041,7.9
6634,0.331,0.117,0.497,0.471,0.143,10.1
6635,0.401,0.147,0.596,0.472,0.271,11.6
6636,0.407,0.152,0.603,0.401,0.355,13.3
6637,0.305,0.125,0.442,0.247,0.32,15.1
6638,0.17,0.089,0.228,0.117,0.2,16.7
6639,0.106,0.082,0.113,0.082,0.113,17.1
6640,0.101,0.083,0.105,0.081,0.113,16.8
6641,0.066,0.051,0.071,0.051,0.092,15.4
6642,0.019,0.018,0.018,0.018,0.018,13.5
6643,0.003,0.003,0.003,0.003,0.003,13
6644,0,0,0,0,0,12.6
6645,0,0,0,0,0,12.2
6646,0,0,0,0,0,11.8
6647,0,0,0,0,0,11.3
6648,0,0,0,0,0,10.9
6649,0,0,0,0,0,10.9
6650,0,0,0,0,0,10.9
6651,0,0,0,0,0,11
6652,0,0,0,0,0,11
6653,0,0,0,0,0,11.1
6654,0,0,0,0,0,11.2
6655,0,0,0,0,0,11.3
6656,0.03,0.017,0.04,0.056,0.017,11.5
6657,0.131,0.066,0.177,0.2,0.055,12.2
6658,0.29,0.119,0.42,0.398,0.141,13.1
6659,0.42,0.168,0.609,0.486,0.291,13.3
6660,0.48,0.191,0.695,0.468,0.418,13.3
6661,0.5,0.188,0.738,0.399,0.527,13.2
6662,0.447,0.175,0.649,0.271,0.553,15.6
6663,0.352,0.144,0.508,0.135,0.516,17.3
6664,0.216,0.098,0.307,0.081,0.383,18.1
6665,0.094,0.055,0.125,0.055,0.2,18.3
6666,0.031,0.03,0.03,0.03,0.03,17.7
6667,0.008,0.008,0.008,0.008,0.008,17.2
6668,0,0,0,0,0,16.8
6669,0,0,0,0,0,16.2
6670,0,0,0,0,0,15.7
6671,0,0,0,0,0,15.3
6672,0,0,0,0,0,14.8
6673,0,0,0,0,0,14.1
6674,0,0,0,0,0,13.2
6675,0,0,0,0,0,12.4
6676,0,0,0,0,0,12
6677,0,0,0,0,0,11.5
6678,0,0,0,0,0,11.2
6679,0,0,0,0,0,11.2
6680,0.025,0.017,0.03,0.039,0.016,13.2
6681,0.081,0.055,0.097,0.106,0.051,15.1
6682,0.119,0.089,0.13,0.127,0.093,16.5
6683,0.146,0.114,0.157,0.145,0.126,18.1
6684,0.202,0.138,0.239,0.193,0.184,19.1
6685,0.22,0.147,0.264,0.192,0.219,19.8
6686,0.192,0.131,0.229,0.151,0.209,19.9
6687,0.177,0.128,0.198,0.126,0.199,20
6688,0.142,0.103,0.159,0.099,0.179,19.3
6689,0.077,0.056,0.088,0.056,0.123,17.9
6690,0.029,0.028,0.028,0.028,0.028,16.8
6691,0.006,0.006,0.006,0.006,0.006,16.2
6692,0,0,0,0,0,15.7
6693,0,0,0,0,0,15.1
6694,0,0,0,0,0,14.6
6695,0,0,0,0,0,14.1
6696,0,0,0,0,0,13.4
6697,0,0,0,0,0,13.1
6698,0,0,0,0,0,12.7
6699,0,0,0,0,0,12.4
6700,0,0,0,0,0,12.2
6701,0,0,0,0,0,12
6702,0,0,0,0,0,11.9
6703,0,0,0,0,0,11.9
6704,0.006,0.005,0.006,0.007,0.005,13.5
6705,0.018,0.016,0.018,0.018,0.016,16
6706,0.043,0.037,0.042,0.042,0.038,18.4
6707,0.09,0.068,0.097,0.089,0.077,20
6708,0.199,0.12,0.249,0.191,0.178,21.1
6709,0.261,0.161,0.323,0.223,0.261,21.3
6710,0.208,0.132,0.255,0.157,0.23,21.6
6711,0.177,0.098,0.233,0.095,0.236,21.7
6712,0.142,0.086,0.177,0.082,0.209,21.5
6713,0.088,0.05,0.121,0.05,0.201,20.3
6714,0.028,0.027,0.027,0.027,0.027,19.1
6715,0.005,0.005,0.005,0.005,0.005,18.3
6716,0,0,0,0,0,17.6
6717,0,0,0,0,0,17
6718,0,0,0,0,0,16.2
6719,0,0,0,0,0,15.5
6720,0,0,0,0,0,14.9
6721,0,0,0,0,0,14.3
6722,0,0,0,0,0,13.6
6723,0,0,0,0,0,13
6724,0,0,0,0,0,12.6
6725,0,0,0,0,0,12.3
6726,0,0,0,0,0,12.1
6727,0,0,0,0,0,12.1
6728,0.033,0.018,0.046,0.066,0.018,13.1
6729,0.122,0.051,0.181,0.205,0.042,14.6
6730,0.238,0.092,0.352,0.33,0.115,16.1
6731,0.312,0.125,0.457,0.362,0.219,17.7
6732,0.342,0.161,0.471,0.331,0.302,18.6
6733,0.416,0.17,0.602,0.336,0.437,19.2
6734,0.447,0.164,0.659,0.266,0.557,19.6
6735,0.407,0.137,0.617,0.129,0.625,19.7
6736,0.299,0.085,0.469,0.072,0.602,19.5
6737,0.153,0.065,0.24,0.065,0.434,18.8
6738,0.039,0.037,0.037,0.037,0.037,17.7
6739,0.009,0.009,0.009,0.009,0.009,17.1
6740,0,0,0,0,0,16.4
6741,0,0,0,0,0,15.7
6742,0,0,0,0,0,15
6743,0,0,0,0,0,14.4
6744,0,0,0,0,0,13.6
6745,0,0,0,0,0,13.1
6746,0,0,0,0,0,12.6
6747,0,0,0,0,0,12
6748,0,0,0,0,0,11.8
6749,0,0,0,0,0,11.4
6750,0,0,0,0,0,11.2
6751,0,0,0,0,0,11.2
6752,0.06,0.014,0.104,0.163,0.014,12.9
6753,0.22,0.054,0.354,0.408,0.037,14.6
6754,0.358,0.102,0.558,0.517,0.143,15.9
6755,0.439,0.134,0.676,0.52,0.289,18.3
6756,0.495,0.158,0.754,0.483,0.429,19.6
6757,0.519,0.163,0.793,0.404,0.551,20.6
6758,0.481,0.141,0.743,0.265,0.619,21.2
6759,0.402,0.113,0.628,0.106,0.635,21.4
6760,0.266,0.077,0.418,0.07,0.534,20.9
6761,0.131,0.056,0.209,0.056,0.38,19.8
6762,0.035,0.033,0.033,0.033,0.033,18.3
6763,0.007,0.007,0.007,0.007,0.007,17.9
6764,0,0,0,0,0,17.6
6765,0,0,0,0,0,17.2
6766,0,0,0,0,0,16.8
6767,0,0,0,0,0,16.4
6768,0,0,0,0,0,15.9
6769,0,0,0,0,0,15.6
6770,0,0,0,0,0,15.4
6771,0,0,0,0,0,15.2
6772,0,0,0,0,0,15.1
6773,0,0,0,0,0,15
6774,0,0,0,0,0,14.9
6775,0,0,0,0,0,15
6776,0.012,0.009,0.014,0.017,0.009,15.7
6777,0.072,0.035,0.099,0.111,0.032,16.5
6778,0.2,0.074,0.301,0.279,0.095,18.2
6779,0.291,0.11,0.432,0.339,0.203,20
6780,0.301,0.126,0.438,0.296,0.268,20.8
6781,0.328,0.156,0.452,0.269,0.338,21.7
6782,0.324,0.179,0.418,0.229,0.368,22.1
6783,0.278,0.163,0.351,0.161,0.353,22.1
6784,0.213,0.114,0.279,0.113,0.335,21.9
6785,0.126,0.068,0.186,0.068,0.318,21.3
6786,0.041,0.039,0.039,0.039,0.039,20.4
6787,0.009,0.009,0.009,0.009,0.009,19.7
6788,0,0,0,0,0,19
6789,0,0,0,0,0,18.1
6790,0,0,0,0,0,17.4
6791,0,0,0,0,0,16.7
6792,0,0,0,0,0,15.9
6793,0,0,0,0,0,15
6794,0,0,0,0,0,14.2
6795,0,0,0,0,0,13.3
6796,0,0,0,0,0,13
6797,0,0,0,0,0,12.6
6798,0,0,0,0,0,12.3
6799,0,0,0,0,0,12.4
6800,0.018,0.016,0.016,0.015,0.016,14.1
6801,0.079,0.062,0.084,0.088,0.062,16.6
6802,0.2,0.107,0.268,0.252,0.122,19.2
6803,0.329,0.134,0.48,0.379,0.235,21.7
6804,0.431,0.156,0.64,0.419,0.377,23.8
6805,0.498,0.161,0.76,0.39,0.53,25.1
6806,0.466,0.144,0.716,0.263,0.597,25.9
6807,0.385,0.118,0.595,0.113,0.6,26.1
6808,0.273,0.081,0.428,0.081,0.544,25.4
6809,0.138,0.064,0.223,0.064,0.402,24.2
6810,0.039,0.037,0.037,0.037,0.037,22.5
6811,0.008,0.008,0.008,0.008,0.008,21.8
6812,0,0,0,0,0,20.9
6813,0,0,0,0,0,20.2
6814,0,0,0,0,0,19.5
6815,0,0,0,0,0,18.6
6816,0,0,0,0,0,17.9
6817,0,0,0,0,0,17.1
6818,0,0,0,0,0,16.1
6819,0,0,0,0,0,15.3
6820,0,0,0,0,0,14.8
6821,0,0,0,0,0,14.4
6822,0,0,0,0,0,14.1
6823,0,0,0,0,0,14.2
6824,0.048,0.012,0.086,0.134,0.012,14.3
6825,0.196,0.041,0.323,0.368,0.035,14.5
6826,0.354,0.085,0.566,0.518,0.133,14.8
6827,0.475,0.122,0.749,0.566,0.306,15.3
6828,0.544,0.14,0.854,0.527,0.467,15.4
6829,0.55,0.142,0.863,0.419,0.587,17.2
6830,0.5,0.127,0.79,0.266,0.651,19.5
6831,0.405,0.094,0.651,0.09,0.655,21.3
6832,0.275,0.064,0.453,0.064,0.582,21.8
6833,0.132,0.061,0.221,0.061,0.402,21.7
6834,0.033,0.031,0.031,0.031,0.031,20.8
6835,0.007,0.007,0.007,0.007,0.007,20.1
6836,0,0,0,0,0,19.3
6837,0,0,0,0,0,18.5
6838,0,0,0,0,0,17.8
6839,0,0,0,0,0,17.1
6840,0,0,0,0,0,16.4
6841,0,0,0,0,0,15.5
6842,0,0,0,0,0,14.8
6843,0,0,0,0,0,13.9
6844,0,0,0,0,0,13.6
6845,0,0,0,0,0,13.2
6846,0,0,0,0,0,12.9
6847,0,0,0,0,0,12.9
6848,0.051,0.012,0.094,0.147,0.012,13.1
6849,0.204,0.037,0.342,0.388,0.034,13.3
6850,0.357,0.081,0.576,0.524,0.133,13.5
6851,0.473,0.117,0.749,0.563,0.304,13.5
6852,0.54,0.135,0.853,0.524,0.464,13.9
6853,0.546,0.136,0.863,0.414,0.584,14.2
6854,0.496,0.122,0.788,0.262,0.648,16.1
6855,0.4,0.088,0.648,0.086,0.651,17.3
6856,0.27,0.064,0.45,0.064,0.577,17.8
6857,0.128,0.062,0.214,0.062,0.388,17.7
6858,0.033,0.031,0.031,0.031,0.031,17.1
6859,0.006,0.006,0.006,0.006,0.006,16.6
6860,0,0,0,0,0,16.1
6861,0,0,0,0,0,15.7
6862,0,0,0,0,0,15.2
6863,0,0,0,0,0,14.8
6864,0,0,0,0,0,14.4
6865,0,0,0,0,0,13.9
6866,0,0,0,0,0,13.5
6867,0,0,0,0,0,13.1
6868,0,0,0,0,0,12.9
6869,0,0,0,0,0,12.7
6870,0,0,0,0,0,12.6
6871,0,0,0,0,0,12.6
6872,0,0,0,0,0,12.9
6873,0.037,0.032,0.036,0.037,0.032,13.4
6874,0.114,0.066,0.145,0.137,0.075,14.3
6875,0.226,0.102,0.318,0.254,0.166,14.9
6876,0.317,0.123,0.47,0.311,0.283,15.6
6877,0.337,0.134,0.497,0.273,0.358,16.1
6878,0.312,0.12,0.462,0.193,0.39,16.4
6879,0.258,0.091,0.391,0.091,0.392,16.5
6880,0.183,0.079,0.268,0.079,0.33,16.2
6881,0.106,0.059,0.168,0.059,0.293,15.9
6882,0.03,0.029,0.029,0.029,0.029,15.4
6883,0.005,0.005,0.005,0.005,0.005,15.1
6884,0,0,0,0,0,14.8
6885,0,0,0,0,0,14.4
6886,0,0,0,0,0,13.9
6887,0,0,0,0,0,13.2
6888,0,0,0,0,0,13.5
6889,0,0,0,0,0,13.3
6890,0,0,0,0,0,12.4
6891,0,0,0,0,0,12.8
6892,0,0,0,0,0,12.8
6893,0,0,0,0,0,12.9
6894,0,0,0,0,0,12.9
6895,0,0,0,0,0,12.9
6896,0,0,0,0,0,13.4
6897,0.193,0.032,0.33,0.372,0.032,14.1
6898,0.351,0.075,0.572,0.517,0.13,14.5
6899,0.462,0.105,0.743,0.552,0.295,14.9
6900,0.524,0.122,0.837,0.508,0.451,15.5
6901,0.535,0.125,0.854,0.404,0.574,16.1
6902,0.485,0.109,0.78,0.252,0.638,16.7
6903,0.387,0.076,0.637,0.076,0.637,17.1
6904,0.258,0.064,0.439,0.064,0.561,17.1
6905,0.119,0.061,0.202,0.061,0.364,16.9
6906,0.03,0.029,0.029,0.029,0.029,16.4
6907,0.005,0.005,0.005,0.005,0.005,15.8
6908,0,0,0,0,0,15.3
6909,0,0,0,0,0,14.7
6910,0,0,0,0,0,14.2
6911,0,0,0,0,0,13.6
6912,0,0,0,0,0,13
6913,0,0,0,0,0,12.1
6914,0,0,0,0,0,11.1
6915,0,0,0,0,0,10.2
6916,0,0,0,0,0,9.7
6917,0,0,0,0,0,9.2
6918,0,0,0,0,0,8.8
6919,0,0,0,0,0,8.8
6920,0,0,0,0,0,10.3
6921,0.123,0.045,0.192,0.213,0.045,12.8
6922,0.236,0.099,0.339,0.312,0.126,15.4
6923,0.355,0.131,0.53,0.41,0.251,17.7
6924,0.444,0.152,0.67,0.431,0.391,19.9
6925,0.457,0.161,0.684,0.361,0.484,21.3
6926,0.397,0.166,0.566,0.251,0.481,22.1
6927,0.31,0.151,0.42,0.151,0.419,22.3
6928,0.223,0.118,0.305,0.118,0.366,21.8
6929,0.127,0.062,0.22,0.062,0.404,20.4
6930,0.045,0.043,0.043,0.043,0.043,18.6
6931,0.006,0.006,0.006,0.006,0.006,17.7
6932,0,0,0,0,0,16.7
6933,0,0,0,0,0,15.7
6934,0,0,0,0,0,14.8
6935,0,0,0,0,0,13.8
6936,0,0,0,0,0,12.8
6937,0,0,0,0,0,12.1
6938,0,0,0,0,0,11.2
6939,0,0,0,0,0,10.4
6940,0,0,0,0,0,10
6941,0,0,0,0,0,9.6
6942,0,0,0,0,0,9.2
6943,0,0,0,0,0,9.2
6944,0,0,0,0,0,10.4
6945,0.18,0.031,0.313,0.35,0.031,12.5
6946,0.33,0.061,0.547,0.49,0.117,14.6
6947,0.442,0.096,0.716,0.529,0.283,16.2
6948,0.504,0.112,0.813,0.489,0.435,17.7
6949,0.511,0.112,0.825,0.385,0.552,18.6
6950,0.455,0.097,0.739,0.235,0.602,19.2
6951,0.351,0.079,0.573,0.082,0.57,19.4
6952,0.213,0.077,0.343,0.077,0.429,19
6953,0.094,0.051,0.164,0.051,0.297,17.8
6954,0.022,0.021,0.021,0.021,0.021,16.5
6955,0.003,0.003,0.003,0.003,0.003,15.5
6956,0,0,0,0,0,14.6
6957,0,0,0,0,0,13.6
6958,0,0,0,0,0,12.7
6959,0,0,0,0,0,11.8
6960,0,0,0,0,0,10.8
6961,0,0,0,0,0,9.7
6962,0,0,0,0,0,8.9
6963,0,0,0,0,0,8
6964,0,0,0,0,0,7.6
6965,0,0,0,0,0,7.1
6966,0,0,0,0,0,6.6
6967,0,0,0,0,0,6.6
6968,0,0,0,0,0,6.7
6969,0.133,0.036,0.22,0.244,0.036,7.1
6970,0.238,0.067,0.377,0.34,0.104,7.4
6971,0.34,0.084,0.548,0.407,0.225,7.7
6972,0.436,0.102,0.701,0.424,0.379,7.9
6973,0.445,0.123,0.703,0.345,0.48,8.1
6974,0.361,0.14,0.526,0.223,0.443,8.1
6975,0.264,0.136,0.354,0.136,0.352,8.1
6976,0.184,0.109,0.244,0.109,0.287,7.9
6977,0.103,0.051,0.196,0.051,0.366,7.6
6978,0.036,0.034,0.034,0.034,0.034,7.3
6979,0.004,0.004,0.004,0.004,0.004,6.8
6980,0,0,0,0,0,6.6
6981,0,0,0,0,0,5.3
6982,0,0,0,0,0,5.7
6983,0,0,0,0,0,5.9
6984,0,0,0,0,0,5.6
6985,0,0,0,0,0,5.7
6986,0,0,0,0,0,5.8
6987,0,0,0,0,0,5.9
6988,0,0,0,0,0,5.9
6989,0,0,0,0,0,6
6990,0,0,0,0,0,6
6991,0,0,0,0,0,6.1
6992,0,0,0,0,0,7.3
6993,0.098,0.042,0.147,0.16,0.042,9.3
6994,0.178,0.073,0.258,0.235,0.096,11.4
6995,0.258,0.106,0.373,0.292,0.188,13.3
6996,0.346,0.127,0.52,0.338,0.309,15.3
6997,0.404,0.147,0.605,0.322,0.429,16.2
6998,0.414,0.13,0.637,0.239,0.527,16.7
6999,0.356,0.086,0.584,0.086,0.578,16.9
7000,0.233,0.072,0.4,0.072,0.505,16.5
7001,0.103,0.056,0.189,0.056,0.347,15.5
7002,0.027,0.026,0.026,0.026,0.026,14.2
7003,0.003,0.003,0.003,0.003,0.003,13.6
7004,0,0,0,0,0,13
7005,0,0,0,0,0,12.4
7006,0,0,0,0,0,11.8
7007,0,0,0,0,0,11.1
7008,0,0,0,0,0,10.6
7009,0,0,0,0,0,9.8
7010,0,0,0,0,0,8.9
7011,0,0,0,0,0,8.1
7012,0,0,0,0,0,7.6
7013,0,0,0,0,0,7.2
7014,0,0,0,0,0,6.8
7015,0,0,0,0,0,6.8
7016,0,0,0,0,0,7.5
7017,0.165,0.03,0.294,0.326,0.03,8.6
7018,0.309,0.049,0.521,0.462,0.108,9.9
7019,0.417,0.079,0.688,0.501,0.265,11
7020,0.469,0.1,0.763,0.456,0.407,12
7021,0.46,0.117,0.734,0.354,0.497,12.7
7022,0.402,0.122,0.623,0.231,0.514,13.1
7023,0.327,0.112,0.505,0.112,0.5,13.2
7024,0.224,0.091,0.361,0.091,0.447,12.9
7025,0.101,0.064,0.163,0.064,0.281,12.2
7026,0.029,0.028,0.028,0.028,0.028,11.2
7027,0.003,0.003,0.003,0.003,0.003,10.7
7028,0,0,0,0,0,10.3
7029,0,0,0,0,0,9.8
7030,0,0,0,0,0,9.2
7031,0,0,0,0,0,8.8
7032,0,0,0,0,0,8.3
7033,0,0,0,0,0,8.1
7034,0,0,0,0,0,7.9
7035,0,0,0,0,0,7.6
7036,0,0,0,0,0,7.5
7037,0,0,0,0,0,7.5
7038,0,0,0,0,0,7.4
7039,0,0,0,0,0,7.4
7040,0,0,0,0,0,8.9
7041,0.161,0.028,0.291,0.322,0.028,11.2
7042,0.306,0.046,0.523,0.461,0.103,13.5
7043,0.411,0.073,0.683,0.495,0.261,16
7044,0.465,0.09,0.765,0.452,0.403,17.7
7045,0.468,0.094,0.767,0.352,0.509,18.9
7046,0.409,0.094,0.665,0.218,0.54,19.9
7047,0.315,0.102,0.499,0.102,0.493,20.2
7048,0.217,0.089,0.353,0.089,0.437,19.7
7049,0.095,0.057,0.169,0.057,0.303,18.4
7050,0.026,0.025,0.025,0.025,0.025,16.9
7051,0.003,0.003,0.003,0.003,0.003,16.1
7052,0,0,0,0,0,15.3
7053,0,0,0,0,0,14.6
7054,0,0,0,0,0,13.8
7055,0,0,0,0,0,13
7056,0,0,0,0,0,12.3
7057,0,0,0,0,0,11.3
7058,0,0,0,0,0,10.4
7059,0,0,0,0,0,9.3
7060,0,0,0,0,0,8.8
7061,0,0,0,0,0,8.3
7062,0,0,0,0,0,7.9
7063,0,0,0,0,0,7.9
7064,0,0,0,0,0,8.7
7065,0.078,0.04,0.114,0.122,0.04,11.6
7066,0.154,0.086,0.203,0.187,0.099,13.9
7067,0.258,0.111,0.369,0.289,0.191,14.1
7068,0.37,0.117,0.571,0.36,0.328,13.2
7069,0.42,0.113,0.663,0.324,0.452,14.1
7070,0.405,0.096,0.65,0.217,0.529,15.3
7071,0.325,0.086,0.541,0.086,0.532,16.1
7072,0.207,0.067,0.364,0.067,0.458,16.2
7073,0.085,0.051,0.155,0.051,0.279,15.4
7074,0.023,0.022,0.022,0.022,0.022,14.2
7075,0.002,0.002,0.002,0.002,0.002,13.6
7076,0,0,0,0,0,13.1
7077,0,0,0,0,0,12.6
7078,0,0,0,0,0,12.1
7079,0,0,0,0,0,11.5
7080,0,0,0,0,0,11
7081,0,0,0,0,0,10.9
7082,0,0,0,0,0,10.7
7083,0,0,0,0,0,10.6
7084,0,0,0,0,0,10.5
7085,0,0,0,0,0,10.4
7086,0,0,0,0,0,10.4
7087,0,0,0,0,0,10.3
7088,0,0,0,0,0,10.6
7089,0.127,0.027,0.232,0.254,0.027,10.9
7090,0.248,0.048,0.424,0.372,0.09,11.3
7091,0.356,0.062,0.596,0.43,0.228,11.9
7092,0.404,0.08,0.667,0.394,0.353,12.2
7093,0.384,0.094,0.616,0.294,0.415,12.5
7094,0.331,0.102,0.518,0.191,0.426,12.5
7095,0.247,0.114,0.36,0.114,0.355,12.6
7096,0.177,0.092,0.269,0.092,0.324,12.5
7097,0.084,0.05,0.168,0.05,0.311,12.3
7098,0.029,0.028,0.028,0.028,0.028,11.9
7099,0.002,0.002,0.002,0.002,0.002,11.5
7100,0,0,0,0,0,11.5
7101,0,0,0,0,0,10.2
7102,0,0,0,0,0,10.9
7103,0,0,0,0,0,11
7104,0,0,0,0,0,11.1
7105,0,0,0,0,0,11.2
7106,0,0,0,0,0,11.2
7107,0,0,0,0,0,11.1
7108,0,0,0,0,0,11
7109,0,0,0,0,0,10.8
7110,0,0,0,0,0,10.9
7111,0,0,0,0,0,11
7112,0,0,0,0,0,10.6
7113,0.047,0.041,0.044,0.045,0.041,11.3
7114,0.116,0.088,0.128,0.123,0.092,11.5
7115,0.2,0.132,0.236,0.203,0.164,10.2
7116,0.271,0.152,0.351,0.258,0.245,12
7117,0.315,0.143,0.443,0.259,0.328,12.6
7118,0.299,0.137,0.426,0.197,0.361,12.7
7119,0.25,0.134,0.342,0.134,0.337,12.7
7120,0.182,0.104,0.262,0.104,0.311,12.7
7121,0.077,0.036,0.193,0.036,0.382,12.5
7122,0.027,0.026,0.026,0.026,0.026,12.1
7123,0.002,0.002,0.002,0.002,0.002,10.8
7124,0,0,0,0,0,11.8
7125,0,0,0,0,0,10.9
7126,0,0,0,0,0,11.3
7127,0,0,0,0,0,11.3
7128,0,0,0,0,0,11.1
7129,0,0,0,0,0,10.7
7130,0,0,0,0,0,10.7
7131,0,0,0,0,0,10.7
7132,0,0,0,0,0,10.6
7133,0,0,0,0,0,10.5
7134,0,0,0,0,0,10.5
7135,0,0,0,0,0,10.5
7136,0,0,0,0,0,10.7
7137,0.081,0.029,0.139,0.15,0.029,11
7138,0.178,0.061,0.286,0.253,0.083,11.3
7139,0.284,0.086,0.448,0.334,0.197,11.6
7140,0.375,0.092,0.602,0.364,0.33,11.9
7141,0.417,0.084,0.689,0.316,0.456,12
7142,0.385,0.084,0.644,0.197,0.516,14.1
7143,0.308,0.083,0.527,0.083,0.515,15.2
7144,0.198,0.073,0.351,0.073,0.436,15.5
7145,0.08,0.054,0.135,0.054,0.234,15.3
7146,0.022,0.021,0.021,0.021,0.021,14.7
7147,0.001,0.001,0.001,0.001,0.001,14.3
7148,0,0,0,0,0,13.8
7149,0,0,0,0,0,13.5
7150,0,0,0,0,0,13.1
7151,0,0,0,0,0,12.7
7152,0,0,0,0,0,12.4
7153,0,0,0,0,0,11.9
7154,0,0,0,0,0,11.2
7155,0,0,0,0,0,10.7
7156,0,0,0,0,0,10.4
7157,0,0,0,0,0,10.1
7158,0,0,0,0,0,9.9
7159,0,0,0,0,0,9.7
7160,0,0,0,0,0,9.8
7161,0.077,0.034,0.121,0.129,0.034,10.6
7162,0.157,0.07,0.233,0.209,0.085,11.1
7163,0.251,0.104,0.367,0.283,0.184,11.6
7164,0.311,0.123,0.454,0.299,0.277,12
7165,0.331,0.131,0.485,0.266,0.348,12.2
7166,0.327,0.128,0.488,0.2,0.405,12.1
7167,0.271,0.109,0.419,0.109,0.41,12.6
7168,0.183,0.077,0.315,0.077,0.387,12.4
7169,0.069,0.045,0.135,0.045,0.245,12
7170,0.019,0.018,0.018,0.018,0.018,11.5
7171,0.001,0.001,0.001,0.001,0.001,11
7172,0,0,0,0,0,10.4
7173,0,0,0,0,0,9.8
7174,0,0,0,0,0,9.2
7175,0,0,0,0,0,8.6
7176,0,0,0,0,0,8
7177,0,0,0,0,0,7.4
7178,0,0,0,0,0,6.6
7179,0,0,0,0,0,5.9
7180,0,0,0,0,0,5.5
7181,0,0,0,0,0,5.2
7182,0,0,0,0,0,4.9
7183,0,0,0,0,0,4.6
7184,0,0,0,0,0,5.3
7185,0.082,0.038,0.128,0.136,0.038,8.2
7186,0.177,0.078,0.264,0.236,0.095,10.2
7187,0.284,0.085,0.454,0.335,0.196,11.6
7188,0.384,0.08,0.639,0.376,0.338,12.5
7189,0.411,0.078,0.692,0.309,0.452,12.6
