Timestep,SolFlat,SolN,SolS,SolE,SolW,T_ext_C
7190,0.393,0.071,0.679,0.189,0.537,12.3
7191,0.319,0.063,0.578,0.063,0.561,11.4
7192,0.197,0.059,0.383,0.059,0.48,10.4
7193,0.083,0.064,0.109,0.064,0.24,9.3
7194,0.018,0.017,0.017,0.017,0.017,8.3
7195,0.001,0.001,0.001,0.001,0.001,8.1
7196,0,0,0,0,0,7.8
7197,0,0,0,0,0,7.5
7198,0,0,0,0,0,7.3
7199,0,0,0,0,0,6.9
7200,0,0,0,0,0,6.7
7201,0,0,0,0,0,6.6
7202,0,0,0,0,0,6.5
7203,0,0,0,0,0,6.5
7204,0,0,0,0,0,6.5
7205,0,0,0,0,0,6.5
7206,0,0,0,0,0,6.5
7207,0,0,0,0,0,6.5
7208,0,0,0,0,0,7.3
7209,0.068,0.027,0.118,0.126,0.027,10.5
7210,0.132,0.065,0.191,0.172,0.076,13.6
7211,0.203,0.09,0.296,0.229,0.151,16.4
7212,0.272,0.12,0.391,0.262,0.244,18.4
7213,0.307,0.136,0.442,0.25,0.321,19.9
7214,0.325,0.126,0.493,0.195,0.406,20.7
7215,0.297,0.091,0.505,0.091,0.49,20.7
7216,0.191,0.066,0.366,0.066,0.455,19.9
7217,0.091,0.075,0.101,0.075,0.223,18.3
7218,0.018,0.017,0.017,0.017,0.017,16.5
7219,0.001,0.001,0.001,0.001,0.001,15.8
7220,0,0,0,0,0,15.2
7221,0,0,0,0,0,14.5
7222,0,0,0,0,0,13.8
7223,0,0,0,0,0,13.2
7224,0,0,0,0,0,12.6
7225,0,0,0,0,0,11.8
7226,0,0,0,0,0,10.9
7227,0,0,0,0,0,10
7228,0,0,0,0,0,9.6
7229,0,0,0,0,0,9.1
7230,0,0,0,0,0,8.8
7231,0,0,0,0,0,8.5
7232,0,0,0,0,0,9
7233,0.072,0.036,0.113,0.119,0.036,11.8
7234,0.193,0.064,0.319,0.279,0.085,14.2
7235,0.3,0.086,0.488,0.355,0.203,16.5
7236,0.39,0.081,0.657,0.381,0.343,18.2
7237,0.414,0.068,0.715,0.306,0.458,19.5
7238,0.389,0.067,0.684,0.181,0.536,20.1
7239,0.315,0.062,0.581,0.062,0.561,20.1
7240,0.191,0.059,0.381,0.059,0.476,19.3
7241,0.086,0.069,0.107,0.069,0.237,17.7
7242,0.017,0.016,0.016,0.016,0.016,16.1
7243,0.001,0.001,0.001,0.001,0.001,15.1
7244,0,0,0,0,0,14.1
7245,0,0,0,0,0,13.1
7246,0,0,0,0,0,12.1
7247,0,0,0,0,0,11
7248,0,0,0,0,0,10.1
7249,0,0,0,0,0,9.1
7250,0,0,0,0,0,8.2
7251,0,0,0,0,0,7.2
7252,0,0,0,0,0,6.6
7253,0,0,0,0,0,6.1
7254,0,0,0,0,0,5.7
7255,0,0,0,0,0,5.4
7256,0,0,0,0,0,5.7
7257,0.064,0.031,0.102,0.108,0.031,8.2
7258,0.17,0.074,0.259,0.229,0.088,10.5
7259,0.258,0.104,0.388,0.294,0.186,12.6
7260,0.338,0.104,0.54,0.33,0.301,14.3
7261,0.398,0.091,0.669,0.301,0.438,15.3
7262,0.395,0.071,0.697,0.183,0.545,16
7263,0.308,0.062,0.573,0.062,0.552,16
7264,0.186,0.058,0.378,0.058,0.471,15.3
7265,0.088,0.07,0.107,0.07,0.237,13.8
7266,0.016,0.015,0.015,0.015,0.015,12.2
7267,0.001,0.001,0.001,0.001,0.001,11.8
7268,0,0,0,0,0,11.3
7269,0,0,0,0,0,10.9
7270,0,0,0,0,0,10.5
7271,0,0,0,0,0,10.1
7272,0,0,0,0,0,9.7
7273,0,0,0,0,0,9.7
7274,0,0,0,0,0,9.7
7275,0,0,0,0,0,9.6
7276,0,0,0,0,0,9.7
7277,0,0,0,0,0,9.7
7278,0,0,0,0,0,9.7
7279,0,0,0,0,0,9.7
7280,0,0,0,0,0,10.3
7281,0.014,0.014,0.012,0.011,0.014,13.4
7282,0.036,0.034,0.032,0.032,0.034,15.5
7283,0.072,0.066,0.066,0.066,0.066,16.7
7284,0.134,0.114,0.131,0.123,0.122,16.1
7285,0.194,0.152,0.205,0.171,0.184,16.1
7286,0.21,0.146,0.249,0.164,0.224,16.2
7287,0.168,0.118,0.204,0.118,0.2,15.8
7288,0.114,0.084,0.139,0.084,0.155,15.5
7289,0.021,0.009,0.132,0.009,0.283,14.6
7290,0.011,0.01,0.01,0.01,0.01,13.8
7291,0,0,0,0,0,13.4
7292,0,0,0,0,0,12.9
7293,0,0,0,0,0,12.4
7294,0,0,0,0,0,11.9
7295,0,0,0,0,0,11.5
7296,0,0,0,0,0,11.1
7297,0,0,0,0,0,10.4
7298,0,0,0,0,0,9.6
7299,0,0,0,0,0,9
7300,0,0,0,0,0,8.6
7301,0,0,0,0,0,8.2
7302,0,0,0,0,0,7.9
7303,0,0,0,0,0,7.7
7304,0.036,0.031,0.038,0.041,0.031,7.7
7305,0.101,0.076,0.118,0.121,0.076,9.5
7306,0.187,0.111,0.252,0.228,0.12,11.9
7307,0.289,0.115,0.44,0.33,0.206,12.9
7308,0.377,0.089,0.632,0.366,0.33,13.8
7309,0.403,0.069,0.705,0.296,0.447,14.4
7310,0.353,0.063,0.634,0.16,0.492,15.1
7311,0.25,0.053,0.473,0.053,0.452,14.6
7312,0.117,0.037,0.248,0.037,0.309,13.7
7313,0.017,0.013,0.048,0.013,0.091,12.8
7314,0,0,0,0,0,11.8
7315,0,0,0,0,0,11.4
7316,0,0,0,0,0,11.1
7317,0,0,0,0,0,10.7
7318,0,0,0,0,0,10.4
7319,0,0,0,0,0,10.1
7320,0,0,0,0,0,9.8
7321,0,0,0,0,0,9.6
7322,0,0,0,0,0,9.5
7323,0,0,0,0,0,9.4
7324,0,0,0,0,0,9.3
7325,0,0,0,0,0,9.3
7326,0,0,0,0,0,9.3
7327,0,0,0,0,0,9.1
7328,0.051,0.023,0.123,0.178,0.023,9.5
7329,0.181,0.045,0.359,0.381,0.045,9.9
7330,0.283,0.056,0.521,0.441,0.085,10.4
7331,0.352,0.061,0.627,0.433,0.218,10.7
7332,0.408,0.061,0.723,0.397,0.354,11.1
7333,0.417,0.064,0.743,0.303,0.465,11.3
7334,0.355,0.054,0.65,0.153,0.499,14.2
7335,0.247,0.048,0.478,0.048,0.456,15.7
7336,0.115,0.033,0.254,0.033,0.317,16.3
7337,0.016,0.014,0.047,0.014,0.087,15.8
7338,0,0,0,0,0,15
7339,0,0,0,0,0,14.4
7340,0,0,0,0,0,14
7341,0,0,0,0,0,13.5
7342,0,0,0,0,0,13
7343,0,0,0,0,0,12.6
7344,0,0,0,0,0,12.1
7345,0,0,0,0,0,11.3
7346,0,0,0,0,0,10.6
7347,0,0,0,0,0,10
7348,0,0,0,0,0,9.7
7349,0,0,0,0,0,9.4
7350,0,0,0,0,0,9.1
7351,0,0,0,0,0,8.9
7352,0.011,0.01,0.01,0.011,0.01,9.3
7353,0.026,0.023,0.026,0.026,0.023,10.1
7354,0.053,0.042,0.058,0.055,0.043,12
7355,0.073,0.055,0.081,0.072,0.062,14.3
7356,0.083,0.065,0.089,0.077,0.076,16
7357,0.116,0.085,0.132,0.102,0.113,17
7358,0.135,0.093,0.162,0.104,0.144,18.1
7359,0.101,0.066,0.133,0.066,0.13,17.9
7360,0.045,0.03,0.066,0.03,0.076,16.9
7361,0.007,0.007,0.017,0.007,0.03,15.7
7362,0,0,0,0,0,14.7
7363,0,0,0,0,0,14.1
7364,0,0,0,0,0,13.7
7365,0,0,0,0,0,13.2
7366,0,0,0,0,0,12.7
7367,0,0,0,0,0,12.3
7368,0,0,0,0,0,11.7
7369,0,0,0,0,0,10.6
7370,0,0,0,0,0,10.1
7371,0,0,0,0,0,9.3
7372,0,0,0,0,0,8.9
7373,0,0,0,0,0,8.5
7374,0,0,0,0,0,8.2
7375,0,0,0,0,0,7.9
7376,0.048,0.023,0.116,0.166,0.023,7.9
7377,0.171,0.05,0.338,0.357,0.05,8
7378,0.258,0.072,0.456,0.387,0.091,8.1
7379,0.313,0.081,0.535,0.377,0.203,8.1
7380,0.367,0.08,0.637,0.359,0.322,8.2
7381,0.347,0.086,0.592,0.261,0.381,8.2
7382,0.264,0.083,0.448,0.14,0.353,8.2
7383,0.157,0.07,0.255,0.07,0.244,8.1
7384,0.072,0.041,0.122,0.041,0.145,7.8
7385,0.012,0.011,0.03,0.011,0.054,6.4
7386,0,0,0,0,0,7.4
7387,0,0,0,0,0,6.6
7388,0,0,0,0,0,6.7
7389,0,0,0,0,0,6.1
7390,0,0,0,0,0,5.8
7391,0,0,0,0,0,5.5
7392,0,0,0,0,0,5.1
7393,0,0,0,0,0,4.6
7394,0,0,0,0,0,4.1
7395,0,0,0,0,0,3.5
7396,0,0,0,0,0,3.2
7397,0,0,0,0,0,3
7398,0,0,0,0,0,2.8
7399,0,0,0,0,0,2.7
7400,0.035,0.023,0.065,0.088,0.023,2.8
7401,0.112,0.056,0.185,0.193,0.056,3.1
7402,0.215,0.069,0.375,0.319,0.084,3.4
7403,0.297,0.076,0.512,0.358,0.191,3.9
7404,0.356,0.074,0.626,0.349,0.312,4.8
7405,0.364,0.078,0.641,0.271,0.405,5.7
7406,0.293,0.078,0.512,0.144,0.398,8.5
7407,0.197,0.065,0.356,0.065,0.338,9.8
7408,0.091,0.04,0.184,0.04,0.224,9.9
7409,0.012,0.011,0.036,0.011,0.067,8.8
7410,0,0,0,0,0,8.4
7411,0,0,0,0,0,7.9
7412,0,0,0,0,0,7.4
7413,0,0,0,0,0,7
7414,0,0,0,0,0,6.4
7415,0,0,0,0,0,6
7416,0,0,0,0,0,5.5
7417,0,0,0,0,0,5.1
7418,0,0,0,0,0,4.5
7419,0,0,0,0,0,4
7420,0,0,0,0,0,3.7
7421,0,0,0,0,0,3.4
7422,0,0,0,0,0,3.2
7423,0,0,0,0,0,3
7424,0.029,0.019,0.055,0.074,0.019,3.2
7425,0.103,0.058,0.163,0.169,0.058,4.6
7426,0.162,0.101,0.216,0.195,0.106,6.6
7427,0.18,0.127,0.213,0.183,0.15,8.3
7428,0.174,0.126,0.201,0.163,0.158,8
7429,0.166,0.117,0.195,0.143,0.162,7.5
7430,0.141,0.098,0.17,0.109,0.151,8.9
7431,0.098,0.066,0.131,0.066,0.127,10.3
7432,0.047,0.033,0.068,0.033,0.078,10.4
7433,0.008,0.008,0.008,0.008,0.008,9.1
7434,0,0,0,0,0,8.6
7435,0,0,0,0,0,8
7436,0,0,0,0,0,7.5
7437,0,0,0,0,0,6.9
7438,0,0,0,0,0,6.3
7439,0,0,0,0,0,5.8
7440,0,0,0,0,0,5.2
7441,0,0,0,0,0,4.8
7442,0,0,0,0,0,4.3
7443,0,0,0,0,0,3.7
7444,0,0,0,0,0,3.5
7445,0,0,0,0,0,3.2
7446,0,0,0,0,0,3.1
7447,0,0,0,0,0,2.9
7448,0.028,0.023,0.036,0.044,0.023,3
7449,0.095,0.057,0.14,0.145,0.057,4.1
7450,0.181,0.09,0.277,0.242,0.097,5.2
7451,0.234,0.123,0.331,0.256,0.176,6.4
7452,0.258,0.118,0.386,0.25,0.232,7.3
7453,0.246,0.11,0.373,0.198,0.261,7.9
7454,0.183,0.106,0.253,0.127,0.213,8.3
7455,0.118,0.085,0.144,0.085,0.14,8.3
7456,0.056,0.044,0.069,0.044,0.076,7.9
7457,0.011,0.01,0.01,0.01,0.01,7.1
7458,0,0,0,0,0,6.6
7459,0,0,0,0,0,5.9
7460,0,0,0,0,0,5.3
7461,0,0,0,0,0,4.8
7462,0,0,0,0,0,4.2
7463,0,0,0,0,0,3.6
7464,0,0,0,0,0,3
7465,0,0,0,0,0,2.5
7466,0,0,0,0,0,2
7467,0,0,0,0,0,1.5
7468,0,0,0,0,0,1.3
7469,0,0,0,0,0,0.9
7470,0,0,0,0,0,0.8
7471,0,0,0,0,0,0.6
7472,0.041,0.029,0.072,0.095,0.029,0.9
7473,0.133,0.072,0.216,0.223,0.072,3.6
7474,0.234,0.097,0.383,0.329,0.106,6.6
7475,0.293,0.117,0.463,0.338,0.204,9.4
7476,0.287,0.146,0.408,0.274,0.256,12
7477,0.246,0.14,0.335,0.205,0.251,14
7478,0.154,0.111,0.181,0.121,0.162,15.2
7479,0.099,0.077,0.115,0.077,0.112,15.5
7480,0.069,0.04,0.123,0.04,0.144,14.3
7481,0.011,0.01,0.01,0.01,0.01,12.2
7482,0,0,0,0,0,11.3
7483,0,0,0,0,0,10.4
7484,0,0,0,0,0,9.6
7485,0,0,0,0,0,8.6
7486,0,0,0,0,0,7.7
7487,0,0,0,0,0,6.9
7488,0,0,0,0,0,5.9
7489,0,0,0,0,0,5
7490,0,0,0,0,0,4
7491,0,0,0,0,0,2.9
7492,0,0,0,0,0,2.4
7493,0,0,0,0,0,1.8
7494,0,0,0,0,0,1.5
7495,0,0,0,0,0,1
7496,0.011,0.01,0.011,0.011,0.01,1.2
7497,0.027,0.025,0.025,0.025,0.025,4.2
7498,0.042,0.039,0.038,0.038,0.039,7.2
7499,0.072,0.064,0.068,0.066,0.065,10.1
7500,0.075,0.066,0.071,0.069,0.068,12.6
7501,0.061,0.056,0.056,0.056,0.056,14.3
7502,0.059,0.055,0.053,0.054,0.054,15.1
7503,0.042,0.039,0.037,0.039,0.037,15.1
7504,0.018,0.017,0.015,0.017,0.014,14
7505,0.003,0.003,0.003,0.003,0.003,11.7
7506,0,0,0,0,0,10.9
7507,0,0,0,0,0,10
7508,0,0,0,0,0,9.1
7509,0,0,0,0,0,8.3
7510,0,0,0,0,0,7.5
7511,0,0,0,0,0,6.6
7512,0,0,0,0,0,5.7
7513,0,0,0,0,0,5.1
7514,0,0,0,0,0,4.6
7515,0,0,0,0,0,4
7516,0,0,0,0,0,3.6
7517,0,0,0,0,0,3.3
7518,0,0,0,0,0,3.1
7519,0,0,0,0,0,2.9
7520,0.025,0.018,0.048,0.064,0.018,3.2
7521,0.096,0.053,0.159,0.164,0.053,6.4
7522,0.175,0.08,0.281,0.241,0.085,8.8
7523,0.258,0.087,0.44,0.311,0.173,10.1
7524,0.305,0.097,0.515,0.299,0.27,13
7525,0.288,0.094,0.488,0.222,0.317,14.7
7526,0.258,0.083,0.452,0.131,0.349,14.3
7527,0.183,0.072,0.333,0.072,0.312,13.5
7528,0.076,0.042,0.145,0.042,0.171,12.2
7529,0.012,0.011,0.011,0.011,0.011,10.5
7530,0,0,0,0,0,10.1
7531,0,0,0,0,0,9.8
7532,0,0,0,0,0,9.4
7533,0,0,0,0,0,9
7534,0,0,0,0,0,8.7
7535,0,0,0,0,0,8.3
7536,0,0,0,0,0,8
7537,0,0,0,0,0,7.7
7538,0,0,0,0,0,7.4
7539,0,0,0,0,0,7.1
7540,0,0,0,0,0,7
7541,0,0,0,0,0,6.8
7542,0,0,0,0,0,6.8
7543,0,0,0,0,0,6.7
7544,0.035,0.02,0.096,0.136,0.02,6.8
7545,0.149,0.046,0.317,0.329,0.046,7.8
7546,0.245,0.073,0.453,0.377,0.079,9
7547,0.281,0.109,0.455,0.327,0.192,10.1
7548,0.303,0.116,0.485,0.293,0.267,11
7549,0.315,0.094,0.543,0.239,0.346,11.7
7550,0.259,0.085,0.455,0.133,0.351,12.2
7551,0.157,0.078,0.259,0.078,0.244,12.3
7552,0.065,0.044,0.103,0.044,0.117,11.8
7553,0.011,0.01,0.01,0.01,0.01,11.1
7554,0,0,0,0,0,10.4
7555,0,0,0,0,0,9.8
7556,0,0,0,0,0,9
7557,0,0,0,0,0,8.3
7558,0,0,0,0,0,7.7
7559,0,0,0,0,0,7
7560,0,0,0,0,0,6.2
7561,0,0,0,0,0,4.9
7562,0,0,0,0,0,3.4
7563,0,0,0,0,0,1.9
7564,0,0,0,0,0,1
7565,0,0,0,0,0,0.2
7566,0,0,0,0,0,-0.4
7567,0,0,0,0,0,-1
7568,0.022,0.019,0.025,0.028,0.019,-1
7569,0.072,0.06,0.077,0.077,0.06,1.4
7570,0.112,0.094,0.115,0.111,0.094,3.9
7571,0.165,0.12,0.195,0.167,0.138,6.2
7572,0.211,0.128,0.283,0.202,0.191,8.2
7573,0.212,0.125,0.29,0.178,0.217,9.7
7574,0.173,0.106,0.237,0.123,0.2,10.5
7575,0.109,0.072,0.152,0.072,0.145,10.6
7576,0.057,0.038,0.093,0.038,0.106,9.5
7577,0.01,0.01,0.01,0.01,0.01,7.4
7578,0,0,0,0,0,7
7579,0,0,0,0,0,6.6
7580,0,0,0,0,0,6.2
7581,0,0,0,0,0,5.8
7582,0,0,0,0,0,5.4
7583,0,0,0,0,0,5
7584,0,0,0,0,0,4.7
7585,0,0,0,0,0,4.9
7586,0,0,0,0,0,5.3
7587,0,0,0,0,0,5.7
7588,0,0,0,0,0,5.9
7589,0,0,0,0,0,6.2
7590,0,0,0,0,0,6.3
7591,0,0,0,0,0,6.6
7592,0.018,0.016,0.022,0.026,0.016,6.8
7593,0.063,0.051,0.074,0.074,0.051,7.1
7594,0.129,0.084,0.175,0.156,0.085,7.7
7595,0.203,0.113,0.287,0.222,0.154,8.1
7596,0.233,0.124,0.334,0.223,0.208,8.5
7597,0.211,0.123,0.291,0.176,0.216,8.7
7598,0.177,0.109,0.243,0.125,0.204,11.6
7599,0.133,0.08,0.197,0.08,0.186,13.2
7600,0.066,0.043,0.113,0.043,0.13,13.7
7601,0.011,0.01,0.01,0.01,0.01,12.9
7602,0,0,0,0,0,12.7
7603,0,0,0,0,0,12.6
7604,0,0,0,0,0,12.5
7605,0,0,0,0,0,12.4
7606,0,0,0,0,0,12.2
7607,0,0,0,0,0,12.1
7608,0,0,0,0,0,12
7609,0,0,0,0,0,11.4
7610,0,0,0,0,0,10.8
7611,0,0,0,0,0,10.3
7612,0,0,0,0,0,10
7613,0,0,0,0,0,9.7
7614,0,0,0,0,0,9.5
7615,0,0,0,0,0,9.1
7616,0.024,0.02,0.043,0.055,0.02,9
7617,0.076,0.053,0.107,0.109,0.053,9.3
7618,0.104,0.079,0.122,0.113,0.079,10.2
7619,0.112,0.093,0.114,0.106,0.098,10.6
7620,0.13,0.108,0.132,0.119,0.118,11.1
7621,0.147,0.11,0.169,0.128,0.143,11.5
7622,0.126,0.094,0.149,0.1,0.133,11.7
7623,0.078,0.064,0.087,0.064,0.085,11.6
7624,0.029,0.026,0.028,0.026,0.029,11.3
7625,0.005,0.005,0.005,0.005,0.005,10.9
7626,0,0,0,0,0,10.5
7627,0,0,0,0,0,10.1
7628,0,0,0,0,0,9.8
7629,0,0,0,0,0,9.4
7630,0,0,0,0,0,8.9
7631,0,0,0,0,0,8.6
7632,0,0,0,0,0,8.2
7633,0,0,0,0,0,8
7634,0,0,0,0,0,7.8
7635,0,0,0,0,0,7.5
7636,0,0,0,0,0,7.4
7637,0,0,0,0,0,7.3
7638,0,0,0,0,0,7.3
7639,0,0,0,0,0,7.2
7640,0.013,0.012,0.016,0.018,0.012,7.3
7641,0.053,0.043,0.063,0.064,0.043,8.2
7642,0.09,0.07,0.105,0.097,0.07,9.4
7643,0.122,0.09,0.142,0.123,0.102,10.3
7644,0.153,0.11,0.182,0.144,0.138,11.1
7645,0.159,0.113,0.191,0.137,0.156,11.6
7646,0.141,0.099,0.173,0.108,0.151,11.8
7647,0.096,0.071,0.12,0.071,0.115,11.7
7648,0.04,0.032,0.049,0.032,0.053,11.3
7649,0.006,0.006,0.006,0.006,0.006,10.6
7650,0,0,0,0,0,10.2
7651,0,0,0,0,0,9.9
7652,0,0,0,0,0,9.5
7653,0,0,0,0,0,9
7654,0,0,0,0,0,8.4
7655,0,0,0,0,0,8.2
7656,0,0,0,0,0,7.8
7657,0,0,0,0,0,7.4
7658,0,0,0,0,0,7
7659,0,0,0,0,0,6.4
7660,0,0,0,0,0,6.2
7661,0,0,0,0,0,5.9
7662,0,0,0,0,0,5.8
7663,0,0,0,0,0,5.7
7664,0.017,0.015,0.023,0.028,0.015,5.7
7665,0.067,0.046,0.097,0.099,0.046,6.1
7666,0.121,0.078,0.167,0.149,0.078,6.3
7667,0.172,0.103,0.24,0.188,0.133,6.7
7668,0.216,0.118,0.31,0.207,0.193,6.8
7669,0.215,0.103,0.332,0.173,0.228,7
7670,0.189,0.085,0.309,0.109,0.242,8.8
7671,0.138,0.062,0.247,0.062,0.229,9.9
7672,0.051,0.03,0.104,0.03,0.121,10.2
7673,0.007,0.007,0.007,0.007,0.007,9.5
7674,0,0,0,0,0,9.1
7675,0,0,0,0,0,8.8
7676,0,0,0,0,0,8.6
7677,0,0,0,0,0,8.3
7678,0,0,0,0,0,8
7679,0,0,0,0,0,7.7
7680,0,0,0,0,0,7.4
7681,0,0,0,0,0,7.2
7682,0,0,0,0,0,6.9
7683,0,0,0,0,0,6.7
7684,0,0,0,0,0,6.4
7685,0,0,0,0,0,6.3
7686,0,0,0,0,0,6.2
7687,0,0,0,0,0,6.1
7688,0.021,0.017,0.04,0.051,0.017,6.1
7689,0.088,0.056,0.138,0.14,0.056,6.6
7690,0.165,0.074,0.28,0.236,0.074,7.1
7691,0.247,0.083,0.439,0.303,0.16,7.7
7692,0.275,0.095,0.474,0.271,0.243,8.2
7693,0.246,0.103,0.399,0.194,0.264,8.4
7694,0.189,0.103,0.282,0.122,0.228,8.6
7695,0.114,0.074,0.164,0.074,0.155,8.6
7696,0.046,0.036,0.065,0.036,0.071,8.3
7697,0.008,0.008,0.008,0.008,0.008,8
7698,0,0,0,0,0,7.7
7699,0,0,0,0,0,6.9
7700,0,0,0,0,0,6.9
7701,0,0,0,0,0,6.7
7702,0,0,0,0,0,6.2
7703,0,0,0,0,0,6
7704,0,0,0,0,0,5.7
7705,0,0,0,0,0,5.4
7706,0,0,0,0,0,5.1
7707,0,0,0,0,0,4.9
7708,0,0,0,0,0,4.7
7709,0,0,0,0,0,4.6
7710,0,0,0,0,0,4.5
7711,0,0,0,0,0,4.4
7712,0.016,0.012,0.038,0.052,0.012,4.5
7713,0.069,0.036,0.131,0.133,0.036,6
7714,0.143,0.066,0.243,0.205,0.066,8.2
7715,0.209,0.089,0.343,0.245,0.143,10.2
7716,0.251,0.096,0.418,0.245,0.22,11.8
7717,0.289,0.077,0.532,0.215,0.322,13
7718,0.268,0.061,0.531,0.111,0.388,13.7
7719,0.181,0.049,0.391,0.049,0.354,13.6
7720,0.055,0.024,0.148,0.024,0.175,12.9
7721,0.006,0.006,0.006,0.006,0.006,11.5
7722,0,0,0,0,0,11
7723,0,0,0,0,0,10.4
7724,0,0,0,0,0,9.9
7725,0,0,0,0,0,9.3
7726,0,0,0,0,0,8.7
7727,0,0,0,0,0,8.1
7728,0,0,0,0,0,7.6
7729,0,0,0,0,0,7
7730,0,0,0,0,0,6.2
7731,0,0,0,0,0,5.6
7732,0,0,0,0,0,5.3
7733,0,0,0,0,0,5
7734,0,0,0,0,0,4.8
7735,0,0,0,0,0,4.6
7736,0.016,0.013,0.039,0.053,0.013,4.6
7737,0.078,0.044,0.141,0.144,0.044,6.2
7738,0.145,0.071,0.243,0.206,0.071,8.7
7739,0.222,0.08,0.393,0.272,0.145,11.1
7740,0.263,0.092,0.458,0.261,0.232,13.6
7741,0.265,0.092,0.464,0.204,0.292,15.5
7742,0.246,0.072,0.466,0.112,0.345,16.4
7743,0.173,0.047,0.377,0.047,0.34,16.4
7744,0.054,0.023,0.149,0.023,0.176,15.3
7745,0.006,0.006,0.006,0.006,0.006,13.4
7746,0,0,0,0,0,12.7
7747,0,0,0,0,0,12.1
7748,0,0,0,0,0,11.3
7749,0,0,0,0,0,10.7
7750,0,0,0,0,0,10
7751,0,0,0,0,0,9.4
7752,0,0,0,0,0,8.6
7753,0,0,0,0,0,7.9
7754,0,0,0,0,0,7.3
7755,0,0,0,0,0,6.6
7756,0,0,0,0,0,6.2
7757,0,0,0,0,0,5.9
7758,0,0,0,0,0,5.6
7759,0,0,0,0,0,5.4
7760,0.017,0.013,0.046,0.063,0.013,5.4
7761,0.081,0.045,0.151,0.153,0.045,7
7762,0.164,0.074,0.285,0.239,0.074,9.7
7763,0.255,0.087,0.458,0.314,0.163,12.5
7764,0.314,0.079,0.582,0.31,0.27,14.3
7765,0.335,0.06,0.661,0.239,0.38,16
7766,0.286,0.054,0.589,0.107,0.423,16.8
7767,0.186,0.043,0.421,0.043,0.377,16.9
7768,0.054,0.023,0.154,0.023,0.181,16
7769,0.006,0.006,0.006,0.006,0.006,14.1
7770,0,0,0,0,0,13.5
7771,0,0,0,0,0,12.8
7772,0,0,0,0,0,12.1
7773,0,0,0,0,0,11.3
7774,0,0,0,0,0,10.6
7775,0,0,0,0,0,9.9
7776,0,0,0,0,0,9.1
7777,0,0,0,0,0,8.5
7778,0,0,0,0,0,7.8
7779,0,0,0,0,0,7.1
7780,0,0,0,0,0,6.8
7781,0,0,0,0,0,6.3
7782,0,0,0,0,0,6.1
7783,0,0,0,0,0,5.8
7784,0.018,0.013,0.056,0.078,0.013,5.8
7785,0.104,0.044,0.227,0.231,0.044,6.1
7786,0.195,0.073,0.369,0.304,0.073,6.6
7787,0.28,0.068,0.546,0.359,0.164,7
7788,0.349,0.056,0.692,0.347,0.295,7.4
7789,0.345,0.055,0.692,0.243,0.392,7.8
7790,0.287,0.048,0.601,0.102,0.427,8.1
7791,0.183,0.04,0.423,0.04,0.378,8.2
7792,0.053,0.022,0.153,0.022,0.18,8.1
7793,0.005,0.005,0.005,0.005,0.005,7.7
7794,0,0,0,0,0,7.2
7795,0,0,0,0,0,6.8
7796,0,0,0,0,0,6.2
7797,0,0,0,0,0,5.7
7798,0,0,0,0,0,5.2
7799,0,0,0,0,0,4.5
7800,0,0,0,0,0,4.3
7801,0,0,0,0,0,4.1
7802,0,0,0,0,0,3.7
7803,0,0,0,0,0,3.4
7804,0,0,0,0,0,3.2
7805,0,0,0,0,0,3.1
7806,0,0,0,0,0,2.9
7807,0,0,0,0,0,2.9
7808,0,0,0,0,0,2.8
7809,0.117,0.032,0.3,0.305,0.032,3
7810,0.228,0.046,0.496,0.396,0.046,4.1
7811,0.312,0.051,0.638,0.408,0.166,4.8
7812,0.351,0.057,0.702,0.35,0.297,5.2
7813,0.34,0.056,0.684,0.241,0.387,5.5
7814,0.278,0.048,0.584,0.099,0.414,5.7
7815,0.177,0.041,0.408,0.041,0.363,5.7
7816,0.051,0.022,0.148,0.022,0.174,5.5
7817,0.005,0.005,0.005,0.005,0.005,5.1
7818,0,0,0,0,0,4.7
7819,0,0,0,0,0,4.4
7820,0,0,0,0,0,4
7821,0,0,0,0,0,3.6
7822,0,0,0,0,0,3.2
7823,0,0,0,0,0,2.9
7824,0,0,0,0,0,2.6
7825,0,0,0,0,0,2.2
7826,0,0,0,0,0,1.9
7827,0,0,0,0,0,1.7
7828,0,0,0,0,0,1.5
7829,0,0,0,0,0,1.4
7830,0,0,0,0,0,1.3
7831,0,0,0,0,0,1.2
7832,0,0,0,0,0,1.3
7833,0.1,0.04,0.232,0.235,0.04,2.5
7834,0.201,0.059,0.416,0.336,0.059,5.2
7835,0.287,0.061,0.577,0.373,0.16,7.2
7836,0.315,0.062,0.62,0.315,0.268,8.4
7837,0.301,0.066,0.59,0.219,0.341,8.9
7838,0.245,0.069,0.479,0.107,0.348,9
7839,0.148,0.058,0.301,0.058,0.27,8.6
7840,0.048,0.029,0.105,0.029,0.12,7.9
7841,0.006,0.006,0.006,0.006,0.006,6.8
7842,0,0,0,0,0,6.1
7843,0,0,0,0,0,5.4
7844,0,0,0,0,0,4.8
7845,0,0,0,0,0,4.1
7846,0,0,0,0,0,3.4
7847,0,0,0,0,0,2.7
7848,0,0,0,0,0,2
7849,0,0,0,0,0,1.2
7850,0,0,0,0,0,0.2
7851,0,0,0,0,0,-0.7
7852,0,0,0,0,0,-1.2
7853,0,0,0,0,0,-1.8
7854,0,0,0,0,0,-2.2
7855,0,0,0,0,0,-2.6
